Date,Spread,Mcap,Value,P/E,Close,Volatility,30y_yield
14/03/03,1.08,7.587M,2.5648,18.0122,833.27,21.55,4.7062
07/03/03,1.08,7.542M,2.5514,18.0134,828.89,19.83,4.6839
28/02/03,1.08,7.651M,2.59,18.2849,841.15,21.64,4.6692
21/02/03,1.1,7.717M,2.6122,18.4428,848.17,20.54,4.8455
14/02/03,1.12,7.593M,2.575,18.1727,834.89,21.53,4.8798
07/02/03,1.11,7.546M,2.5584,18.0408,829.69,22.97,4.8063
31/01/03,1.12,7.782M,2.6411,18.6246,855.7,22.92,4.8411
24/01/03,1.19,7.835M,2.661,18.7965,861.4,22.45,4.8616
17/01/03,1.17,8.199M,2.786,19.6798,901.78,21.33,4.9213
10/01/03,1.19,8.434M,2.8655,20.2401,927.57,21.17,5.045
03/01/03,1.22,8.263M,2.8064,19.8192,908.59,22.39,4.9531
27/12/02,1.24,7.96M,2.6156,19.068,875.4,21.14,4.7812
20/12/02,1.22,8.147M,2.6801,19.5166,895.75,22.87,4.8933
13/12/02,1.25,8.092M,2.6615,19.3784,889.48,22.47,4.9484
06/12/02,1.22,8.291M,2.7301,19.8512,912.23,21.78,4.9773
29/11/02,1.23,8.514M,2.8052,20.3992,936.31,22.73,5.0353
22/11/02,1.26,8.458M,2.7901,20.2844,930.55,26.14,5.0214
15/11/02,1.34,8.289M,2.7441,19.8191,909.83,30.09,4.9096
08/11/02,1.39,8.156M,2.6998,19.4875,894.74,33.64,4.7634
01/11/02,1.42,8.215M,2.7197,19.641,900.96,36.03,5.0408
25/10/02,1.45,8.183M,2.7074,19.6493,897.65,37.53,5.0833
18/10/02,1.45,8.064M,2.6682,19.3665,884.39,37.17,5.0581
11/10/02,1.42,7.617M,2.5212,18.2989,835.32,36.09,4.8041
04/10/02,1.31,7.297M,2.4158,17.5325,800.58,30.39,4.7136
27/09/02,1.29,7.544M,2.5197,18.7263,827.37,28.98,4.6784
20/09/02,1.25,7.71M,2.5255,19.142,845.39,28.93,4.7422
13/09/02,1.22,8.129M,2.6579,20.1495,889.81,32.44,4.7669
06/09/02,1.2,8.158M,2.6703,20.2572,893.92,37.1,4.8588
30/08/02,1.18,8.357M,2.7485,20.7786,916.07,38.55,4.9251
23/08/02,1.22,8.584M,2.8197,21.3267,940.86,42.65,5.0321
16/08/02,1.22,8.474M,2.7893,21.0894,928.77,42.91,5.0917
09/08/02,1.24,8.295M,2.7357,20.6999,908.64,42.99,5.1091
02/08/02,1.24,7.89M,2.6055,19.7128,864.24,39.27,5.2171
26/07/02,1.34,7.783M,2.5842,19.5486,852.84,35.41,5.3096
19/07/02,1.4,7.754M,2.5604,19.6332,847.76,27.83,5.3233
12/07/02,1.39,8.427M,2.7816,21.3537,921.39,26.06,5.3275
05/07/02,1.4,9.046M,2.984,22.9061,989.03,23.4,5.5244
28/06/02,1.35,9.054M,3.0514,23.5655,989.81,19.29,5.5076
21/06/02,1.31,9.041M,3.0547,23.5854,989.14,20.65,5.3971
14/06/02,1.3,9.205M,3.1135,24.0127,1007.28,22.16,5.4111
07/06/02,1.31,9.386M,3.1748,24.4235,1027.53,22.2,5.6591
31/05/02,1.34,9.755M,3.3073,25.4652,1067.14,20.9,5.6147
24/05/02,1.36,9.90M,3.361,25.8365,1083.82,21.98,5.6612
17/05/02,1.36,10.106M,3.4317,26.3809,1106.59,22.54,5.7556
10/05/02,1.33,9.625M,3.211,25.1451,1054.99,20.49,5.5986
03/05/02,1.25,9.786M,3.2659,25.6569,1073.43,15.66,5.536
26/04/02,1.2,9.81M,3.2766,25.9951,1076.32,15.13,5.5873
19/04/02,1.28,10.255M,3.4263,27.2012,1125.17,14.81,5.6837
12/04/02,1.32,10.123M,3.3838,26.8657,1111.01,15.14,5.647
05/04/02,1.31,10.228M,3.4201,27.1514,1122.73,15.18,5.666
29/03/02,1.31,10.45M,3.4301,27.2245,1147.39,17.45,5.795
22/03/02,1.29,10.464M,3.433,27.2696,1148.7,17.4,5.812
15/03/02,1.28,10.622M,3.4868,27.6839,1166.16,19.04,5.76
08/03/02,1.31,10.598M,3.4817,27.6454,1164.31,21.41,5.717
01/03/02,1.35,10.299M,3.3846,26.889,1131.78,20.46,5.504
22/02/02,1.36,9.915M,3.2642,25.8688,1089.84,19.53,5.344
15/02/02,1.37,10.04M,3.3097,26.1988,1104.18,17.58,5.366
08/02/02,1.43,9.966M,3.2867,26.0304,1096.22,17.24,5.375
01/02/02,1.37,10.201M,3.3684,26.6366,1122.2,15.32,5.393
25/01/02,1.35,10.29M,3.4048,26.8181,1133.28,12.72,5.467
18/01/02,1.31,10.238M,3.3876,26.6856,1127.58,13.26,5.358
11/01/02,1.29,10.399M,3.4351,27.1023,1145.6,14.03,5.371
04/01/02,1.3,10.636M,3.516,27.7484,1172.51,15.48,5.548
28/12/01,1.36,10.528M,3.4457,25.6239,1161.02,15.33,5.535
21/12/01,1.42,10.378M,3.4,25.1896,1144.89,16.11,5.442
14/12/01,1.4,10.178M,3.3547,24.7477,1123.09,16.48,5.585
07/12/01,0.95,10.492M,3.4593,25.4992,1158.31,18.7,5.584
30/11/01,0.85,10.307M,3.4063,25.0939,1139.45,17.72,5.286
23/11/01,0.81,10.396M,3.4346,25.1551,1150.34,17.68,5.36
16/11/01,0.84,10.29M,3.3996,24.8997,1138.65,18.69,5.268
09/11/01,0.87,10.131M,3.3468,24.5143,1120.31,19.26,4.873
02/11/01,0.87,9.828M,3.2462,23.7555,1087.2,19.87,4.956
26/10/01,0.88,9.981M,3.2985,23.8884,1104.61,23.73,5.271
19/10/01,0.88,9.702M,3.2059,23.2149,1073.48,29.06,5.358
12/10/01,0.88,9.869M,3.2595,23.6027,1091.65,29.17,5.426
05/10/01,0.87,9.668M,3.2006,23.3278,1071.38,28.64,5.308
28/09/01,0.85,9.393M,3.0691,20.9088,1040.94,27.85,5.421
21/09/01,0.86,8.715M,2.8485,19.3713,965.8,22.66,5.583
14/09/01,0.85,9.844M,3.2191,21.9091,1092.54,16.26,5.35
07/09/01,0.84,9.783M,3.1986,21.7784,1085.78,16,5.369
31/08/01,0.83,10.196M,3.34,22.7723,1133.58,16.19,5.368
24/08/01,0.85,10.648M,3.4888,23.6592,1184.93,15.72,5.449
17/08/01,0.82,10.44M,3.4217,23.2028,1161.97,16.42,5.42
10/08/01,0.82,10.689M,3.5035,23.7602,1190.16,17.81,5.504
03/08/01,0.81,10.908M,3.5734,24.2452,1214.35,17.17,5.585
27/07/01,0.83,10.824M,3.551,23.9209,1205.82,17.8,5.543
20/07/01,0.84,10.864M,3.5689,24.0398,1210.85,16.62,5.549
13/07/01,0.84,10.913M,3.5817,24.1241,1215.68,17.02,5.619
06/07/01,0.84,10.665M,3.5128,23.5866,1190.59,15.51,5.732
29/06/01,0.81,10.969M,3.5707,23.1108,1224.42,15,5.759
22/06/01,0.79,10.964M,3.5789,23.1384,1225.35,16.99,5.575
15/06/01,0.79,10.865M,3.5534,22.9031,1214.36,16.17,5.677
08/06/01,0.79,11.319M,3.7014,23.8578,1264.96,16.58,5.737
01/06/01,0.8,11.281M,3.6843,23.7589,1260.67,17.78,5.705
25/05/01,0.78,11.431M,3.7275,24.0153,1277.89,20.71,5.853
18/05/01,0.77,11.555M,3.7695,24.2842,1291.96,20.59,5.767
11/05/01,0.78,11.129M,3.6339,23.4041,1245.67,26.98,5.854
04/05/01,0.79,11.313M,3.6974,23.8001,1266.61,29,5.676
27/04/01,0.83,11.192M,3.6551,23.3031,1253.05,30.77,5.8
20/04/01,0.88,11.102M,3.6247,23.0999,1242.98,34.55,5.797
13/04/01,0.89,10.575M,3.4535,22.0025,1183.5,33.1,5.603
06/04/01,0.9,10.079M,3.2922,20.977,1128.43,31.5,5.464
30/03/01,0.91,10.336M,3.4333,21.0919,1160.33,27.37,5.444
23/03/01,0.9,10.151M,3.3763,20.7331,1139.83,25.41,5.314
16/03/01,0.86,10.244M,3.4066,20.897,1150.53,22.5,5.271
09/03/01,0.81,10.973M,3.6523,22.4067,1233.42,17.28,5.322
02/03/01,0.85,10.978M,3.6547,22.4216,1234.18,15.75,5.367
23/02/01,0.83,11.071M,3.6926,22.5817,1245.86,15.15,5.478
16/02/01,0.78,11.554M,3.8569,23.5946,1301.53,14.07,5.454
09/02/01,0.71,11.646M,3.902,23.8155,1314.76,22.81,5.389
02/02/01,0.71,11.946M,4.007,24.4712,1349.47,23.56,5.509
26/01/01,0.74,11.981M,4.032,24.6034,1354.95,26.52,5.64
19/01/01,0.76,11.871M,3.9936,24.3616,1342.54,27.16,5.553
12/01/01,0.82,11.732M,4.0126,23.9841,1318.32,29.77,5.618
05/01/01,0.84,11.471M,3.9524,23.6257,1298.35,30.54,5.398
29/12/00,0.82,11.646M,4.2238,23.8808,1320.28,24.95,5.457
22/12/00,0.79,11.514M,4.1761,23.6073,1305.97,25.93,5.402
15/12/00,0.82,11.563M,4.1806,23.6031,1312.15,23.8,5.419
08/12/00,0.81,12.017M,4.3391,24.6228,1369.89,24.04,5.502
01/12/00,0.81,11.545M,4.1608,23.642,1315.23,20.53,5.635
24/11/00,0.86,11.758M,4.2537,24.1222,1341.77,22.92,5.667
17/11/00,0.81,11.975M,4.3292,24.5576,1367.72,25.25,5.776
10/11/00,0.82,11.948M,4.3258,24.5159,1365.98,24.41,5.869
03/11/00,0.82,12.46M,4.5137,25.5756,1426.69,24.3,5.859
27/10/00,0.84,12.023M,4.3733,24.804,1379.58,23.14,5.741
20/10/00,0.8,12.16M,4.4266,25.1186,1396.93,22.28,5.727
13/10/00,0.79,11.957M,4.3528,24.681,1374.17,18.88,5.804
06/10/00,0.71,12.263M,4.4578,25.2743,1408.99,13.79,5.837
29/09/00,0.7,12.506M,4.6374,26.6911,1436.51,12.8,5.885
22/09/00,0.73,12.608M,4.6812,26.982,1448.72,11.07,5.913
15/09/00,0.75,12.757M,4.7247,27.1968,1465.81,10.88,5.9
08/09/00,0.71,12.999M,4.8188,27.741,1494.5,10.82,5.7
01/09/00,0.72,13.365M,4.9022,28.2259,1520.77,12.76,5.661
25/08/00,0.71,13.132M,4.8628,28.0036,1506.45,14.09,5.669
18/08/00,0.71,12.992M,4.8215,27.7494,1491.72,14.44,5.69
11/08/00,0.7,12.812M,4.7571,27.3801,1471.84,15.4,5.706
04/08/00,0.7,12.729M,4.726,27.1931,1462.93,15.22,5.708
28/07/00,0.69,12.312M,4.6276,26.7131,1419.89,16.4,5.785
21/07/00,0.68,12.723M,4.8174,27.6348,1480.19,15.35,5.789
14/07/00,0.71,12.971M,4.9201,28.1831,1509.98,14.87,5.876
07/07/00,0.73,12.705M,4.8237,27.6492,1478.9,18.89,5.869
30/06/00,0.75,12.425M,4.8022,27.3147,1454.6,19.76,5.896
23/06/00,0.72,12.298M,4.842,27.8452,1441.48,22,6.041
16/06/00,0.83,12.473M,4.8765,28.0255,1464.46,22.57,5.869
09/06/00,0.91,12.399M,4.8549,27.9967,1456.95,23.92,5.895
02/06/00,0.93,12.563M,4.9258,28.3948,1477.26,25.84,5.945
26/05/00,0.95,11.701M,4.6053,26.6886,1378.02,26.25,6.059
19/05/00,0.95,11.907M,4.694,27.1993,1406.95,31.76,6.206
12/05/00,0.89,11.426M,4.7415,27.4684,1420.96,30.5,6.201
05/05/00,0.87,11.558M,4.7758,27.6642,1432.63,29.53,6.188
28/04/00,0.81,11.748M,4.8266,28.1915,1452.43,29.59,5.96
21/04/00,0.77,11.609M,4.768,27.8484,1434.54,32.34,5.827
14/04/00,0.73,10.972M,4.4995,26.2566,1356.56,31.51,5.776
07/04/00,0.72,12.265M,5.023,29.3285,1516.35,24.64,5.709
31/03/00,0.71,12.056M,4.9542,28.9437,1498.58,25.05,5.828
24/03/00,0.7,12.396M,5.2361,30.6133,1527.46,26.59,5.986
17/03/00,0.7,11.764M,5.0098,29.2932,1464.47,27.2,6
10/03/00,0.65,11.155M,4.7698,27.9115,1395.07,22.97,6.176
03/03/00,0.64,11.278M,4.8191,28.197,1409.17,23.11,6.132
25/02/00,0.61,10.671M,4.5633,26.7212,1333.36,21.48,6.129
18/02/00,0.62,10.74M,4.6071,26.9477,1346.09,21.97,6.158
11/02/00,0.61,11.068M,4.7452,27.7523,1387.12,24.47,6.269
04/02/00,0.57,11.444M,4.8734,28.5153,1424.37,22.64,6.271
28/01/00,0.56,10.887M,4.6528,27.1707,1360.16,21.5,6.452
21/01/00,0.56,11.488M,4.9321,28.8091,1441.36,18.22,6.695
14/01/00,0.57,11.666M,5.0171,29.2888,1465.15,18.39,6.697
07/01/00,0.52,11.469M,4.9268,28.7578,1441.47,18.51,6.546
31/12/99,0.6,11.678M,5.0357,29.34,1469.25,11.98,6.478
24/12/99,0.62,11.577M,5.1845,30.639,1458.34,13.75,6.486
17/12/99,0.65,11.256M,5.032,29.7248,1421.03,13.29,6.374
10/12/99,0.66,11.183M,5.0111,29.6013,1417.04,13.3,6.166
03/12/99,0.67,11.225M,5.0416,29.7939,1433.3,16.99,6.252
26/11/99,0.71,11.153M,4.9693,29.5393,1416.62,16.74,6.232
19/11/99,0.72,11.175M,4.9953,29.6699,1422,21.04,6.162
12/11/99,0.84,10.796M,4.904,29.1453,1396.06,21.18,6.036
05/11/99,0.93,10.535M,4.8076,28.5866,1370.23,21.74,6.056
29/10/99,0.87,10.201M,4.8057,28.4839,1362.93,23.78,6.163
22/10/99,0.8,9.72M,4.5957,27.253,1301.65,21.05,6.351
15/10/99,0.81,9.312M,4.4057,26.1498,1247.41,19.01,6.257
08/10/99,0.81,10.052M,4.7047,28.0041,1336.02,19.01,6.195
01/10/99,0.85,9.655M,4.4958,27.0204,1282.81,18.74,6.134
24/09/99,0.84,9.863M,4.5455,27.5959,1277.36,18.9,5.973
17/09/99,0.78,10.318M,4.7567,28.856,1335.42,18.8,6.056
10/09/99,0.77,10.457M,4.813,29.1862,1351.66,18.61,6.041
03/09/99,0.77,10.514M,4.8348,29.3136,1357.24,19.78,6.018
27/08/99,0.77,10.426M,4.8043,29.1818,1348.27,18.22,5.976
20/08/99,0.77,10.335M,4.765,28.9518,1336.61,16.59,5.985
13/08/99,0.74,10.332M,4.7331,28.7403,1327.68,15.9,6.103
06/08/99,0.75,10.08M,4.641,28.172,1300.29,15.45,6.176
30/07/99,0.75,10.308M,4.7409,28.8169,1328.72,15.33,6.103
23/07/99,0.76,10.527M,4.843,29.4191,1356.94,15.09,6.025
16/07/99,0.77,10.984M,5.0445,30.6859,1418.78,13.75,5.884
09/07/99,0.75,10.854M,4.9861,30.3279,1403.28,15.29,5.999
02/07/99,0.77,10.761M,4.9868,30.2868,1391.22,18.9,5.998
25/06/99,0.79,10.05M,4.8101,29.1334,1315.31,17.63,6.15
18/06/99,0.78,10.294M,4.9006,29.6851,1342.84,18.63,5.972
11/06/99,0.78,9.899M,4.7282,28.6467,1293.64,19.2,6.159
04/06/99,0.78,10.186M,4.8446,29.3724,1327.75,18.66,5.963
28/05/99,0.8,9.985M,4.7484,28.7618,1301.84,19.8,5.828
21/05/99,0.78,10.315M,4.8513,29.3707,1330.29,18.29,5.751
14/05/99,0.78,10.312M,4.8843,29.5759,1337.8,18.67,5.922
07/05/99,0.79,10.341M,4.9161,29.7621,1345,19.52,5.813
30/04/99,0.82,10.328M,4.8846,29.4975,1335.18,20.19,5.662
23/04/99,0.83,10.487M,4.9683,29.9765,1356.85,20.9,5.597
16/04/99,0.84,10.197M,4.8323,29.1573,1319,17.78,5.573
09/04/99,0.86,10.438M,4.9298,29.7466,1348.35,18.42,5.46
02/04/99,0.86,10.01M,4.7421,28.6088,1293.72,19.59,5.596
26/03/99,0.9,9.921M,4.7984,28.7749,1282.8,19.03,5.589
19/03/99,0.92,9.914M,4.8659,29.158,1299.29,20.05,5.56
12/03/99,0.92,9.892M,4.8602,29.124,1294.59,20.34,5.526
05/03/99,0.92,9.739M,4.8068,28.8845,1275.47,21.59,5.596
26/02/99,0.96,9.442M,4.6706,28.0776,1238.33,22.16,5.576
19/02/99,1.01,9.461M,4.6897,28.3004,1239.22,21.86,5.387
12/02/99,0.99,9.406M,4.6568,28.1011,1230.13,22.42,5.422
05/02/99,1.02,9.471M,4.6911,28.3015,1239.4,19.58,5.349
29/01/99,1.05,9.787M,4.8523,29.2512,1279.64,19.51,5.086
22/01/99,1.05,9.346M,4.6486,28.042,1225.19,20.89,5.082
15/01/99,1.04,9.48M,4.7173,28.4554,1243.26,21,5.107
08/01/99,1.06,9.728M,4.8462,29.1898,1275.09,20.19,5.273
01/01/99,1.01,9.302M,4.6592,28.1609,1229.23,20.02,5.095
25/12/98,1.01,9.26M,4.685,28.1647,1226.27,19.55,5.216
18/12/98,1.02,8.944M,4.5332,27.2791,1188.03,19.08,4.998
11/12/98,1.01,8.818M,4.4496,26.7763,1166.46,17.09,5.024
04/12/98,1.01,8.966M,4.4903,27.0218,1176.74,16.85,5.04
27/11/98,1,9.076M,4.5555,27.3531,1192.33,11.73,5.159
20/11/98,0.94,8.858M,4.4458,26.7048,1163.55,15.38,5.218
13/11/98,0.91,8.53M,4.3025,25.8699,1125.72,18.6,5.25
06/11/98,0.86,8.64M,4.3426,26.0403,1141.01,24.05,5.387
30/10/98,0.82,8.333M,4.1792,25.123,1098.67,26.64,5.157
23/10/98,0.81,8.119M,4.0734,24.4762,1070.67,27.42,5.178
16/10/98,0.8,8.007M,4.0205,24.1585,1056.42,33.98,4.978
09/10/98,0.8,7.46M,3.7459,22.5096,984.39,39.85,5.115
02/10/98,0.76,7.627M,3.8132,22.8678,1002.6,40.47,4.84
25/09/98,0.7,7.986M,4.0274,23.8562,1044.75,39.05,5.109
18/09/98,0.68,7.797M,3.9323,23.218,1020.09,37.49,5.147
11/09/98,0.64,7.731M,3.9034,22.9936,1009.06,37.65,5.229
04/09/98,0.65,7.46M,3.7685,22.1742,973.89,32.41,5.288
28/08/98,0.63,7.908M,3.981,23.3707,1027.14,23.06,5.338
21/08/98,0.62,8.321M,4.1902,24.5987,1081.24,20.54,5.433
14/08/98,0.62,8.182M,4.1174,24.1709,1062.75,19.01,5.54
07/08/98,0.59,8.334M,4.2216,24.7804,1089.45,18.73,5.631
31/07/98,0.61,8.533M,4.343,25.5114,1120.67,15.7,5.713
24/07/98,0.59,8.67M,4.4276,26.0435,1140.8,15.39,5.686
17/07/98,0.59,9.026M,4.6069,27.0978,1186.75,13.82,5.746
10/07/98,0.6,8.858M,4.5221,26.5519,1164.33,14.88,5.625
03/07/98,0.6,8.699M,4.4557,26.1355,1146.42,15.35,5.599
26/06/98,0.6,8.608M,4.5446,26.3231,1133.2,15.07,5.632
19/06/98,0.61,8.363M,4.4106,25.5331,1100.65,14.35,5.669
12/06/98,0.61,8.364M,4.371,25.3345,1098.84,12.59,5.662
05/06/98,0.6,8.49M,4.4231,25.6163,1113.86,14.21,5.787
29/05/98,0.6,8.308M,4.3105,24.9802,1090.82,13.12,5.802
22/05/98,0.58,8.455M,4.4415,25.5396,1110.47,13.3,5.9
15/05/98,0.61,8.439M,4.4086,25.358,1108.73,13.67,5.972
08/05/98,0.62,8.365M,4.4032,25.3294,1108.14,13.91,5.977
01/05/98,0.62,8.48M,4.4452,25.5614,1121,13.15,5.933
24/04/98,0.63,8.38M,4.4204,25.3023,1107.9,10.88,5.945
17/04/98,0.6,8.497M,4.4786,25.6343,1122.72,10.21,5.876
10/04/98,0.64,8.389M,4.4193,25.3005,1110.67,11.4,5.881
03/04/98,0.63,8.501M,4.4657,25.5761,1122.7,10.96,5.794
27/03/98,0.61,8.191M,4.3912,25.2285,1095.44,10.85,5.958
20/03/98,0.61,8.197M,4.3977,25.3047,1099.16,10.47,5.885
13/03/98,0.6,7.913M,4.2643,24.4904,1068.61,11.83,5.893
06/03/98,0.59,7.81M,4.205,24.1301,1055.69,12.22,6.019
27/02/98,0.57,7.745M,4.1814,23.9775,1049.34,12.3,5.923
20/02/98,0.58,7.636M,4.1296,23.6425,1034.21,16.27,5.871
13/02/98,0.58,7.533M,4.0727,23.3176,1020.09,16.84,5.849
06/02/98,0.58,7.475M,4.0407,23.1355,1012.46,17.98,5.92
30/01/98,0.58,7.233M,3.9173,22.4314,980.28,18.47,5.8
23/01/98,0.58,7.037M,3.8548,22.0695,957.59,18.61,5.97
16/01/98,0.59,7.063M,3.8593,22.0756,961.51,17.93,5.809
09/01/98,0.58,6.821M,3.7181,21.2684,927.69,17.65,5.728
02/01/98,0.57,7.171M,3.9102,22.3612,975.04,16.13,5.838
26/12/97,0.58,6.867M,3.7992,22.34,936.46,16.09,5.9
19/12/97,0.56,6.954M,3.8407,22.5871,946.78,16.72,5.922
12/12/97,0.55,7.012M,3.8628,22.7032,953.39,17.99,5.925
05/12/97,0.55,7.24M,3.9871,23.4294,983.79,32.16,6.084
28/11/97,0.55,7.028M,3.8761,22.7584,955.4,32.71,6.054
21/11/97,0.55,7.081M,3.9212,23.0388,963.09,32.65,6.033
14/11/97,0.56,6.823M,3.7694,22.1343,928.35,31.83,6.113
07/11/97,0.54,6.809M,3.7629,22.1002,927.51,31.15,6.155
31/10/97,0.56,6.709M,3.7113,21.8119,914.62,30.19,6.153
24/10/97,0.52,6.907M,3.8823,22.7611,941.64,15.86,6.273
17/10/97,0.59,6.919M,3.8902,22.7987,944.16,14.62,6.439
10/10/97,0.6,7.077M,3.9528,23.1813,966.98,16.16,6.43
03/10/97,0.6,7.061M,3.9336,23.0782,965.03,16.27,6.294
26/09/97,0.61,6.912M,3.9246,23.2145,945.22,17.84,6.367
19/09/97,0.58,6.942M,3.9359,23.2303,950.51,19.62,6.378
12/09/97,0.53,6.745M,3.8158,22.5081,923.91,18.87,6.587
05/09/97,0.54,6.784M,3.8356,22.6429,929.05,18.3,6.642
29/08/97,0.54,6.578M,3.7141,21.9339,899.47,17.2,6.611
22/08/97,0.63,6.723M,3.8417,22.6557,923.55,18.08,6.649
15/08/97,0.6,6.588M,3.7452,22.0794,900.81,16.56,6.546
08/08/97,0.61,6.783M,3.8805,22.8759,933.54,15.22,6.635
01/08/97,0.61,6.913M,3.9365,23.2184,947.14,16.67,6.454
25/07/97,0.61,6.836M,3.9472,23.419,938.79,16.47,6.454
18/07/97,0.61,6.663M,3.8462,22.82,915.3,15.98,6.53
11/07/97,0.6,6.66M,3.8167,22.4981,916.68,15.23,6.529
04/07/97,0.59,6.659M,3.8121,22.4745,916.92,14.82,6.627
27/06/97,0.6,6.385M,3.849,22.8561,887.3,14.26,6.742
20/06/97,0.61,6.483M,3.876,23.0166,898.7,12.2,6.661
13/06/97,0.62,6.45M,3.8242,22.6968,893.27,14.11,6.724
06/06/97,0.62,6.193M,3.6501,21.605,858.01,16.13,6.774
30/05/97,0.61,6.145M,3.5893,21.2051,848.28,16.73,6.906
23/05/97,0.62,6.177M,3.6187,21.4797,847.03,17.02,6.987
16/05/97,0.62,6.05M,3.5428,21.0296,829.75,19.39,6.9
09/05/97,0.62,5.987M,3.4883,20.6268,824.78,18.8,6.891
02/05/97,0.62,5.909M,3.4387,20.3507,812.97,19.97,6.875
25/04/97,0.6,5.54M,3.3065,19.8102,765.37,17.16,7.142
18/04/97,0.61,5.545M,3.3095,19.8086,766.34,17.29,7.053
11/04/97,0.62,5.325M,3.143,18.8107,737.65,16.73,7.166
04/04/97,0.62,5.491M,3.2127,19.0514,757.9,15.45,7.124
28/03/97,0.61,5.584M,3.2942,20.1028,773.88,14.05,7.088
21/03/97,0.61,5.584M,3.3344,20.3478,784.1,14.04,6.968
14/03/97,0.63,5.62M,3.3707,20.5512,793.17,14.83,6.941
07/03/97,0.63,5.691M,3.4146,20.8151,804.97,14.03,6.814
28/02/97,0.63,5.565M,3.3514,20.3625,790.82,14.04,6.803
21/02/97,0.64,5.639M,3.4055,20.6703,801.77,13.23,6.643
14/02/97,0.63,5.684M,3.4345,20.8462,808.48,12.65,6.525
07/02/97,0.64,5.552M,3.3519,20.348,789.56,13.52,6.704
31/01/97,0.64,5.526M,3.3421,20.3249,786.16,12.47,6.789
24/01/97,0.69,5.391M,3.3035,19.8816,770.52,13.21,6.89
17/01/97,0.68,5.43M,3.3281,20.0289,776.17,14.29,6.822
10/01/97,0.69,5.234M,3.2415,19.4898,759.5,14.2,6.845
03/01/97,0.7,5.153M,3.1926,19.2013,748.03,14.15,6.732
27/12/96,0.7,5.217M,3.3918,20.9124,756.79,12.27,6.562
20/12/96,0.69,5.167M,3.3558,20.6635,748.87,12.22,6.606
13/12/96,0.69,5.039M,3.2672,20.1105,728.64,11.22,6.572
06/12/96,0.69,5.114M,3.2968,20.2375,739.6,9.05,6.511
29/11/96,0.69,5.22M,3.3772,20.7139,757.02,8.3,6.35
22/11/96,0.7,5.161M,3.355,20.4946,748.73,7.85,6.436
15/11/96,0.67,5.083M,3.3052,20.1869,737.62,8.32,6.457
08/11/96,0.68,5.039M,3.2738,19.9974,730.82,8.89,6.506
01/11/96,0.68,4.846M,3.1463,19.2009,703.77,7.41,6.679
25/10/96,0.68,4.782M,3.151,19.1408,700.92,7.02,6.815
18/10/96,0.68,4.855M,3.1912,19.3786,710.82,7.41,6.801
11/10/96,0.67,4.784M,3.1383,19.0561,700.66,8.91,6.845
04/10/96,0.68,4.795M,3.1425,19.0805,701.46,9.85,6.741
27/09/96,0.69,4.70M,3.1326,19.2233,686.19,9.58,6.908
20/09/96,0.7,4.708M,3.1373,19.2426,687.03,10.11,7.043
13/09/96,0.69,4.664M,3.1022,19.0295,680.54,10.05,6.948
06/09/96,0.68,4.493M,2.9853,18.2832,655.68,11.58,7.11
30/08/96,0.69,4.468M,2.9693,18.1843,651.99,11.71,7.118
23/08/96,0.7,4.554M,3.042,18.6011,667.03,12.11,6.955
16/08/96,0.72,4.544M,3.0341,18.5492,665.21,15.25,6.768
09/08/96,0.73,4.521M,3.0193,18.4552,662.1,16.74,6.69
02/08/96,0.72,4.527M,3.0173,18.4484,662.49,16.92,6.743
